parsed_duration,parsed_name,parsed_objectives,parsed_price,parsed_sku,parsed_url,processed_duration,processed_price
Cette formation est disponible en session individuelle ou intra-entreprise uniquement,Formation : Entretien de reprise et absentéisme,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Comprendre les origines de l'absentéisme dans son entreprise</li>
<li>Acquérir la bonne méthode pour analyser l'impact de l'absentéisme sur la performance</li>
<li>Conduire avec succès un entretien de retour</li>
</ul>
                                            </div>",,2355,https://www.comundi.fr/formation-emploi-competences-et-carrieres/formation-entretien-de-reprise-et-absenteisme.html,,
Cette formation est disponible en session individuelle ou intra-entreprise uniquement,Formation : Réaliser une cartographie opérationnelle de ses achats,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Déterminer les données à collecter et les indicateurs clés à élaborer</li>
<li>Savoir analyser les dépenses par segments d’achats et par directions</li>
<li>Définir les sources de gains  potentiels et les gisements d’économies à réaliser</li>
</ul>
                                            </div>",,3328,https://www.comundi.fr/formation-achat-public-1/formation-realiser-une-cartographie-operationnelle-de-ses-achats.html,,
Cette formation est disponible en session individuelle ou intra-entreprise uniquement,Formation : Maîtriser les outils de mutualisation de l’achat public,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul><li>Identifier les différentes formes de mutualisation de l’achat public
</li><li>Réussir la constitution d’un groupement de commande
</li><li>Maîtriser la méthodologie de création d’une centrale d’achat</li></ul>
                                            </div>",,PF88,https://www.comundi.fr/formation-achat-public-1/formation-maitriser-les-outils-de-mutualisation-de-l-achat-public.html,,
Cette formation est disponible en session individuelle ou intra-entreprise uniquement,Formation : Indicateurs et tableaux de bord de vos achats publics,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul><li>Mesurer l'efficacité économique de vos achats
</li><li>Centraliser les informations nécessaires à un suivi en temps réel
</li><li>Bénéficier d'exemples concrets et de modèles</li></ul>
                                            </div>",,PW08,https://www.comundi.fr/formation-achat-public-1/formation-indicateurs-et-tableaux-de-bord-de-vos-achats-publics.html,,
2 jours - 14 h,Formation : Techniques de négociation dans les marchés publics achetez au meilleur coût,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Intégrer les dispositions du cadre réglementaire des marchés publics</li>
<li>Maîtriser les meilleures techniques de négociation</li>
<li>Mettre en pratique vos acquis grâce à des mises en situation</li>
</ul>
                                            </div>",1 300 €,BC24,https://www.comundi.fr/formation-achat-public-1/formation-techniques-de-negociation-dans-les-marches-publics-achetez-au-meilleur-cout.html,14,1300
2 jours - 14 h,Formation : Mettre en oeuvre une politique d'achat public performante,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Clarifier les missions de la nouvelle organisation</li>
<li>Maîtriser les fondamentaux et leviers d’optimisation</li>
<li>Définir la structure et le mode de gouvernance achats</li>
<li>Décliner les stratégies par segment d’achat</li>
<li>Elaborer un plan d’action opérationnel</li>
</ul>
                                            </div>",1 600 €,ND29,https://www.comundi.fr/formation-achat-public-1/formation-mettre-en-oeuvre-une-politique-d-achat-public-performante.html,14,1600
1 jour - 7 h,Formation : L’organisation achat au service des politiques publiques,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Clarifier les missions de la nouvelle organisation</li>
<li>Maîtriser les fondamentaux et leviers d’optimisation</li>
<li>Définir la structure et le mode de gouvernance achats</li>
<li>Décliner les stratégies par segment d’achat</li>
<li>Elaborer un plan d’action opérationnel</li>
</ul>
                                            </div>",800 €,5366,https://www.comundi.fr/formation-achat-public-1/formation-l-organisation-achat-au-service-des-politiques-publiques.html,7,800
2 jours - 14 h,Formation : Analyse du besoin et rédaction du cahier des charges,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Définir efficacement votre besoin pour rationaliser vos dépenses</li>
<li>Rédiger un cahier des charges adapté à l'analyse de vos besoins</li>
<li>Assurer l'efficacité économique de vos achats</li>
</ul>
                                            </div>",1 300 €,PF63,https://www.comundi.fr/formation-achat-public-1/formation-analyse-du-besoin-et-redaction-du-cahier-des-charges.html,14,1300
2 jours - 14 h,Formation : Assurer les entretiens RH en toute sérénité,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Préparer et structurer les différents entretiens RH avec un protocole simple et efficace</li>
<li>Utiliser les outils à disposition</li>
<li>Accompagner les managers de proximité dans l’animation des entretiens RH</li>
<li>Adapter sa posture en fonction des entretiens et des personnalités</li>
</ul>
                                            </div>",1 495 €,MC25,https://www.comundi.fr/formation-entretien/formation-assurer-les-entretiens-rh-en-toute-serenite.html,14,1495
Cette formation est disponible en session individuelle ou intra-entreprise uniquement,Ateliers : Analyse de pratiques pour RH,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Prendre du recul sur ses pratiques professionnelles en ressources humaines</li>
<li>Envisager de nouvelles perspectives d'action et adapter sa posture</li>
<li>Gérer les situations délicates : accompagnement du changement, dialogue social</li>
</ul>
                                            </div>",,4747,https://www.comundi.fr/formation-management-des-ressources-humaines/ateliers-analyse-de-pratiques-pour-rh.html,,
1 jour - 7 h,Formation : Déployer et communiquer sur sa Marque Employeur,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Déployer la marque employeur pour attirer et fidéliser les talents</li>
<li>Mettre en place un plan d’action adapté à sa stratégie de marque employeur </li>
<li>Intégrer les nouveaux canaux 2.0 dans sa communication</li>
</ul>
                                            </div>",895 €,4843,https://www.comundi.fr/formation-management-des-ressources-humaines/formation-deployer-et-communiquer-sur-sa-marque-employeur.html,7,895
2 jours - 14 h,Formation : Communication RH,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Intégrer la communication dans le travail quotidien du service RH</li>
<li>Optimiser sa communication et l'adapter selon les situations : informations légales, actions de sensibilisation, de formation…</li>
<li>Développer des outils de communication pertinents</li>
</ul>
                                            </div>",1 495 €,2935,https://www.comundi.fr/formation-management-des-ressources-humaines/formation-communication-rh.html,14,1495
1 jour - 7 h,Formation : Bâtir sa stratégie de Marque Employeur,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Construire sa marque employeur et adapter son offre RH </li>
<li>Adopter une stratégie de communication externe et interne cohérente avec sa marque employeur</li>
<li>Piloter sa marque employeur en se référant à des indicateurs de résultats efficaces</li>
</ul>
                                            </div>",895 €,4842,https://www.comundi.fr/formation-management-des-ressources-humaines/formation-batir-sa-strategie-de-marque-employeur.html,7,895
2 jours,Formation tableaux de bord de la fonction RH,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul><li>Choisir et suivre les indicateurs et ratios pertinents pour son activité</li><li>Bâtir des tableaux de bord accessibles et interpréter les informations les plus utiles</li><li>Préparer un bilan social attractif et parlant</li></ul>
                                            </div>",1 300 €,3205,https://www.comundi.fr/formation-gestion-administrative-du-personnel/formation-tableaux-de-bord-de-la-fonction-rh.html,14,1300
